n,positive_rate,accuracy,balanced_accuracy,mcc,log_loss,brier,auc,average_precision,feature_block,model,split,top_bottom_spread,after_cost_spread,top_mean_return,bottom_mean_return,top_hit_rate,top_n,bottom_n,auc_lower_95,auc_upper_95,target
66,0.6212121212121212,0.5606060606060606,0.4902439024390244,-0.023152738856064555,0.6515416495472152,0.23026163621670576,0.6039024390243902,0.7224991123674593,historical_surprise,logistic,walk_forward_2021,0.013228048760502521,0.011228048760502521,0.02064905643749919,0.007421007676996668,0.7692307692307693,13,13,,,beta_adjusted
83,0.5421686746987951,0.5060240963855421,0.5116959064327485,0.023515908234271396,0.7324661952210317,0.26845227110796976,0.47076023391812866,0.5436998490919029,historical_surprise,logistic,walk_forward_2022,0.01977207191369034,0.01777207191369034,0.010973115378385787,-0.008798956535304554,0.4375,16,16,,,beta_adjusted
53,0.6226415094339622,0.5471698113207547,0.5674242424242424,0.1318844199274015,0.7251756617507913,0.2643282547884918,0.5803030303030303,0.6954492563933379,historical_surprise,xgboost,walk_forward_2019,0.029281198826168683,0.02728119882616868,0.02630744101953971,-0.002973757806628971,0.7,10,10,,,beta_adjusted
73,0.410958904109589,0.5753424657534246,0.5538759689922481,0.10981436312113849,0.6859291445205272,0.245814889258854,0.5813953488372093,0.49319793190669664,historical_surprise,xgboost,walk_forward_2020,0.002749599920527361,0.000749599920527361,-0.015814215005611563,-0.018563814926138924,0.42857142857142855,14,14,,,beta_adjusted
66,0.6212121212121212,0.5757575757575758,0.5258536585365854,0.05539725015387927,0.6614775208161247,0.23533977864881733,0.5853658536585366,0.7203608435144894,historical_surprise,xgboost,walk_forward_2021,-0.014759726328396758,-0.016759726328396757,-0.004013533824145922,0.010746192504250835,0.6153846153846154,13,13,,,beta_adjusted
83,0.5421686746987951,0.5060240963855421,0.5137426900584795,0.027845967005109114,0.7189183373151071,0.26197109772315796,0.5304093567251462,0.5567004999365146,historical_surprise,xgboost,walk_forward_2022,0.035947690977553015,0.03394769097755301,0.01526856824789133,-0.020679122729661686,0.5625,16,16,,,beta_adjusted
53,0.6226415094339622,0.5471698113207547,0.5969696969696969,0.2014013098798296,0.8392369629071189,0.292724286953193,0.593939393939394,0.6766709756760149,all_features,logistic,walk_forward_2019,0.05227939903877957,0.050279399038779565,0.02077253610003943,-0.03150686293874014,0.7,10,10,,,beta_adjusted
73,0.410958904109589,0.6301369863013698,0.6255813953488372,0.24829226453071954,0.7264796664091363,0.2538429446261383,0.6108527131782946,0.542031023461649,all_features,logistic,walk_forward_2020,0.019501973534675802,0.0175019735346758,0.00800675698372542,-0.01149521655095038,0.5714285714285714,14,14,,,beta_adjusted
66,0.6212121212121212,0.5909090909090909,0.5692682926829269,0.1375338948501256,0.658195821763276,0.23334578772378486,0.6273170731707317,0.7508603424465959,all_features,logistic,walk_forward_2021,0.03733323314928912,0.03533323314928912,0.02929631187802969,-0.008036921271259432,0.8461538461538461,13,13,,,beta_adjusted
83,0.5421686746987951,0.5421686746987951,0.5388888888888889,0.07777777777777778,0.7425385622284355,0.27215240072445945,0.5058479532163742,0.5607104794221728,all_features,logistic,walk_forward_2022,0.0030124061561822716,0.0010124061561822715,-0.004282707855113266,-0.0072951140112955375,0.5,16,16,,,beta_adjusted
53,0.6226415094339622,0.4528301886792453,0.5015151515151515,0.0031996109509611066,0.7236420382804473,0.2645301001056186,0.5939393939393939,0.7335170794959882,all_features,xgboost,walk_forward_2019,0.06167687774361941,0.059676877743619405,0.0245420090157305,-0.0371348687278889,0.7,10,10,,,beta_adjusted
73,0.410958904109589,0.589041095890411,0.5554263565891473,0.11886247083795713,0.668521560588923,0.2364120135780433,0.627906976744186,0.5128390270588531,all_features,xgboost,walk_forward_2020,0.020125874685541747,0.01812587468554175,-0.003130547175859845,-0.023256421861401592,0.5714285714285714,14,14,,,beta_adjusted
66,0.6212121212121212,0.5757575757575758,0.5336585365853659,0.07010859338507926,0.6653032234503957,0.23670051021409452,0.6029268292682927,0.7130128492386061,all_features,xgboost,walk_forward_2021,0.030045039578603643,0.028045039578603645,0.02876470857950534,-0.0012803309990983029,0.7692307692307693,13,13,,,beta_adjusted
83,0.5421686746987951,0.4939759036144578,0.5026315789473684,0.005357997197768198,0.7213490675603641,0.26303636398715413,0.5116959064327485,0.549479445243908,all_features,xgboost,walk_forward_2022,0.01974933797277141,0.01774933797277141,0.019623819280173815,-0.00012551869259759497,0.625,16,16,,,beta_adjusted
275,0.5418181818181819,0.5781818181818181,0.5794982422499201,0.15846560994766615,0.736669816666475,0.26194324878591735,0.5846915947587088,0.6135908700372417,all_features,logistic,walk_forward_aggregate,0.028842153401934596,0.026842153401934597,0.015559471477902815,-0.013282681924031781,0.6363636363636364,55,55,0.5199933001242206,0.6481994353983405,beta_adjusted
275,0.5418181818181819,0.5309090909090909,0.5377117289868968,0.07609520472909964,0.6943166811166961,0.24993608793403269,0.5878342388409503,0.6166677253121639,all_features,xgboost,walk_forward_aggregate,0.028724279270042292,0.02672427927004229,0.019548469763035335,-0.009175809507006957,0.6909090909090909,55,55,0.5307807353936386,0.6389420579234298,beta_adjusted
275,0.5418181818181819,0.509090909090909,0.5120645573665707,0.02410216987299681,0.710155935833889,0.25644571916397035,0.5472994566954299,0.6069990727378358,financial_dictionary,logistic,walk_forward_aggregate,0.03329719671585099,0.03129719671585099,0.020885857115652252,-0.012411339600198738,0.7090909090909091,55,55,0.4767819268573638,0.6124138758816478,beta_adjusted
275,0.5418181818181819,0.5381818181818182,0.5456482369234047,0.09233514746872284,0.7037694836300528,0.2545138997446306,0.5598167678704592,0.5920855939891851,financial_dictionary,xgboost,walk_forward_aggregate,0.027016948574705678,0.025016948574705676,0.014697486683801397,-0.012319461890904281,0.6545454545454545,55,55,0.5040217113536208,0.618932619756516,beta_adjusted
275,0.5418181818181819,0.5236363636363637,0.5224246298071802,0.044716076663698485,0.700424430136914,0.25316770893860435,0.5547565782465111,0.5845251463429432,historical_surprise,logistic,walk_forward_aggregate,0.02527619734769475,0.023276197347694753,0.010474944496203635,-0.014801252851491116,0.6181818181818182,55,55,0.4811626003900812,0.6210873122777084,beta_adjusted
275,0.5418181818181819,0.5490909090909091,0.5514275061254927,0.10260935865866887,0.6975813672502129,0.25174513062374715,0.5797912005965697,0.6045589942234493,historical_surprise,xgboost,walk_forward_aggregate,0.028598206910113222,0.02659820691011322,0.014303003248962049,-0.014295203661151173,0.6363636363636364,55,55,0.5074690495016904,0.6476919219744763,beta_adjusted
275,0.5418181818181819,0.4290909090909091,0.4504900394162139,-0.11551965206756624,0.7040469188932169,0.25537994557641513,0.4776819005006925,0.5227704939363562,market_only,logistic,walk_forward_aggregate,-0.01254544328098167,-0.01454544328098167,-0.009466612225455182,0.003078831055526489,0.43636363636363634,55,55,0.4011638538425878,0.5527053104166451,beta_adjusted
275,0.5418181818181819,0.5018181818181818,0.5114786406732715,0.023501878593872268,0.718404198905647,0.26212142998502724,0.4966709278789816,0.5355884916738245,market_only,xgboost,walk_forward_aggregate,-0.004026233715216687,-0.006026233715216687,-0.0014563136719711856,0.0025699200432455008,0.5454545454545454,55,55,0.430972013544185,0.5531376616059499,beta_adjusted
275,0.5418181818181819,0.5709090909090909,0.5709491850431447,0.14140962136687332,0.7266213928433967,0.2594966573901687,0.5839458826036008,0.6119716519951468,sentence_sentiment,logistic,walk_forward_aggregate,0.03295971601983961,0.030959716019839607,0.019907435630534927,-0.01305228038930468,0.6545454545454545,55,55,0.5214284131611014,0.6455855515224844,beta_adjusted
275,0.5418181818181819,0.5163636363636364,0.5218387131138809,0.043881248295560095,0.7015017882285314,0.25358361465120477,0.5653030787258975,0.6012428506667629,sentence_sentiment,xgboost,walk_forward_aggregate,0.02919239540236044,0.027192395402360438,0.019028804705421256,-0.010163590696939185,0.6363636363636364,55,55,0.5054149824774391,0.6159423208120299,beta_adjusted
183,0.4808743169398907,0.4808743169398907,0.49120813397129187,-0.02089199890978609,0.6967259870338157,0.2517770754090327,0.5141148325358851,0.5056729436701913,market_only,logistic,final_holdout,0.006333362269997946,0.004333362269997946,0.002168829786890794,-0.004164532483107153,0.5277777777777778,36,36,0.44337683762111596,0.5797561221481357,beta_adjusted
183,0.4808743169398907,0.453551912568306,0.4602870813397129,-0.08490398847040248,0.7284602113900146,0.2672346331571071,0.4239234449760766,0.43651460844187756,market_only,xgboost,final_holdout,-0.040157994867160214,-0.042157994867160216,-0.021929944225182005,0.01822805064197821,0.3611111111111111,36,36,0.3418509495252373,0.512433750040171,beta_adjusted
183,0.4808743169398907,0.546448087431694,0.5522727272727272,0.10953296052934196,0.7269261245821625,0.2606639476474317,0.5996411483253589,0.5741944298929959,sentence_sentiment,logistic,final_holdout,0.02678919163164506,0.024789191631645058,0.015876893951545536,-0.010912297680099525,0.6388888888888888,36,36,0.5105989843489843,0.6830636836693328,beta_adjusted
183,0.4808743169398907,0.5956284153005464,0.5992224880382775,0.20160473959222777,0.6880287717024793,0.24658114985393909,0.6086124401913875,0.5690306820356139,sentence_sentiment,xgboost,final_holdout,0.03822921972435727,0.03622921972435727,0.004749416070113248,-0.03347980365424402,0.5833333333333334,36,36,0.5182722709646895,0.684096288150597,beta_adjusted
183,0.4808743169398907,0.5628415300546448,0.5701555023923445,0.15138127997208645,0.6905649437673013,0.2477808775789138,0.6110047846889952,0.5726357304375477,financial_dictionary,logistic,final_holdout,0.04150763190040485,0.03950763190040485,0.012046427582518776,-0.029461204317886076,0.6111111111111112,36,36,0.536789505487327,0.677390966503009,beta_adjusted
183,0.4808743169398907,0.5355191256830601,0.5417464114832536,0.08813811417412383,0.7099862560242474,0.25786732554967917,0.533133971291866,0.5275887482967918,financial_dictionary,xgboost,final_holdout,0.018456467146101267,0.016456467146101265,0.0005339065759024566,-0.017922560570198812,0.4722222222222222,36,36,0.4603690639453154,0.5947251345630138,beta_adjusted
183,0.4808743169398907,0.5792349726775956,0.5813397129186603,0.1634436892274157,0.678361608854718,0.2414901449348092,0.6245215311004785,0.5819519315252536,historical_surprise,logistic,final_holdout,0.03920397721893683,0.037203977218936826,0.011496767172067953,-0.027707210046868876,0.6111111111111112,36,36,0.542483408297694,0.7002285951408143,beta_adjusted
183,0.4808743169398907,0.5956284153005464,0.5983851674641147,0.19848721963379032,0.6847538859385295,0.24530315435751313,0.598444976076555,0.560062465621648,historical_surprise,xgboost,final_holdout,0.026858407813389367,0.02485840781338937,-0.0042700994976380925,-0.03112850731102746,0.5,36,36,0.5109791628067405,0.6868052107206518,beta_adjusted
183,0.4808743169398907,0.5519125683060109,0.5575358851674641,0.12013629974568144,0.7316789544384175,0.2619582191051249,0.603468899521531,0.5760467197944681,all_features,logistic,final_holdout,0.024258927299480877,0.022258927299480875,0.014583125584451438,-0.00967580171502944,0.6111111111111112,36,36,0.5146427184466019,0.6903316800066769,beta_adjusted
183,0.4808743169398907,0.5792349726775956,0.583433014354067,0.1706645544514941,0.690321796935661,0.24743001886556723,0.6064593301435407,0.562299864472183,all_features,xgboost,final_holdout,0.03963253124616894,0.037632531246168936,0.0047162342734127435,-0.034916296972756194,0.5833333333333334,36,36,0.5243458938896702,0.6803334473272545,beta_adjusted
