symbol,company_name,year,quarter,call_datetime,pres_pos,pres_neg,pres_neu,qa_pos,qa_neg,qa_neu,sentiment_mismatch_pos,sentiment_mismatch_neg,evasion_index,abnormal_return_5d
JCI,Johnson Controls International plc,2022,2,2022-05-04 08:30:00,0.80402,0.085576944,0.11040302,0.44017094,0.02961662,0.53021246,0.36384904,0.055960324,0.42630142,-0.11818894191323989
JCI,Johnson Controls International plc,2022,1,2022-02-02 08:30:00,0.8814961,0.018197432,0.100306526,0.5027969,0.04912389,0.44807917,0.37869918,-0.030926459,0.39498,-0.04932019619687927
JCI,Johnson Controls International plc,2023,4,2023-12-12 08:30:00,0.6125983,0.2095596,0.17784204,0.44063962,0.066934355,0.4924261,0.17195868,0.14262524,0.30165938,-0.06829106570175428
JCI,Johnson Controls International plc,2023,3,2023-08-02 08:30:00,0.8774498,0.015635967,0.106914245,0.39289936,0.06294916,0.5441514,0.48455045,-0.04731319,0.47746557,-0.1109789244814971
JCI,Johnson Controls International plc,2023,2,2023-05-05 08:30:00,0.8034013,0.024343276,0.17225541,0.41060263,0.042718403,0.546679,0.39279866,-0.018375127,0.43920264,0.04468259006030188
JCI,Johnson Controls International plc,2024,3,2024-07-31 08:30:00,0.82215685,0.080347605,0.09749554,0.47610444,0.024596315,0.49929926,0.3460524,0.05575129,0.4105023,-0.0037869797038987754
JCI,Johnson Controls International plc,2024,2,2024-05-01 08:30:00,0.755738,0.1345051,0.10975684,0.30821902,0.026687104,0.66509384,0.447519,0.10781799,0.50263673,-0.027567997907048496
JCI,Johnson Controls International plc,2025,1,2025-02-05 08:30:00,0.6983191,0.0119719645,0.28970894,0.4011896,0.02267963,0.57613075,0.29712948,-0.010707666,0.4023231,0.14956187674223406
LDOS,"Leidos Holdings, Inc.",2024,4,2025-02-11 08:00:00,0.7884008,0.06440153,0.14719765,0.41691285,0.014856653,0.5682305,0.37148798,0.04954488,0.4479934,-0.0917482404990119
LHX,"L3Harris Technologies, Inc.",2020,3,2020-10-30 08:00:00,0.7663081,0.18589056,0.047801338,0.32389903,0.028602937,0.647498,0.4424091,0.15728761,0.49618298,0.03790971998208597
LHX,"L3Harris Technologies, Inc.",2020,2,2020-07-31 08:30:00,0.70183635,0.17791505,0.1202486,0.27710694,0.034086507,0.6888066,0.4247294,0.14382854,0.4834295,-0.01845189026440678
LHX,"L3Harris Technologies, Inc.",2020,1,2020-05-05 09:00:00,0.5965378,0.28866312,0.11479911,0.24096242,0.16572997,0.59330755,0.3555754,0.12293315,0.3539304,-0.04287196513848749
LHX,"L3Harris Technologies, Inc.",2021,2,2021-08-03 08:30:00,0.02974251,0.023710977,0.94654644,0.4933284,0.049775418,0.45689616,-0.46358588,-0.02606444,0.013589238,0.01821631544477111
LHX,"L3Harris Technologies, Inc.",2022,2,2022-07-29 08:30:00,0.5916496,0.09134233,0.31700802,0.2910845,0.027731176,0.6811843,0.3005651,0.06361115,0.4030224,-0.005829601575009438
LHX,"L3Harris Technologies, Inc.",2024,1,2024-04-26 08:30:00,0.8059196,0.008550152,0.18553028,0.20828032,0.021423846,0.77029586,0.59763926,-0.012873694,0.6207965,0.0078120623850991555
LII,Lennox International Inc.,2020,3,2020-10-19 09:30:00,0.10037592,0.5057219,0.39390218,0.20093454,0.1532258,0.64583963,-0.10055862,0.35249615,0.06482675,0.0015384945530435394
LII,Lennox International Inc.,2020,2,2020-07-20 09:30:00,0.054088425,0.6680792,0.2778324,0.20842285,0.20926514,0.5823119,-0.15433443,0.45881405,0.031496335,0.09293016293503177
LII,Lennox International Inc.,2020,1,2020-04-20 09:30:00,0.01584343,0.92688286,0.057273697,0.11417027,0.34241483,0.5434149,-0.09832684,0.584468,0.008609556,0.002823857831428243
LII,Lennox International Inc.,2023,2,2023-07-27 09:30:00,0.70330465,0.17653723,0.12015813,0.24089348,0.1283087,0.6307978,0.46241117,0.048228532,0.44364303,0.1261702213145377
LII,Lennox International Inc.,2023,1,2023-04-27 09:30:00,0.68066937,0.05042478,0.2689059,0.3294209,0.117154986,0.5534241,0.35124847,-0.0667302,0.37669885,0.08300654301526783
LII,Lennox International Inc.,2024,3,2024-10-23 09:30:00,0.87760293,0.026295358,0.09610166,0.17653769,0.037222438,0.78623986,0.70106524,-0.010927079,0.69000643,0.016710686024697975
LII,Lennox International Inc.,2024,1,2024-04-24 09:30:00,0.9240016,0.010820481,0.06517796,0.17427748,0.056591354,0.7691311,0.7497241,-0.045770872,0.7106784,-0.03483981852313153
LMT,Lockheed Martin Corporation,2020,3,2020-10-20 11:00:00,0.6534194,0.016434768,0.33014587,0.2675421,0.08758117,0.6448767,0.38587728,-0.071146406,0.42137495,-0.044883281920905696
LMT,Lockheed Martin Corporation,2020,2,2020-07-21 11:00:00,0.7438264,0.012390375,0.24378325,0.22163683,0.058055397,0.72030765,0.52218956,-0.045665022,0.5357838,0.06807753218696344
LMT,Lockheed Martin Corporation,2020,1,2020-04-21 11:00:00,0.61511576,0.026848728,0.35803553,0.2941097,0.09804137,0.6078489,0.32100606,-0.071192645,0.37389743,-0.010283649803740672
LMT,Lockheed Martin Corporation,2021,4,2022-01-25 11:00:00,0.5836853,0.01727282,0.3990419,0.25694057,0.08049348,0.66256595,0.3267447,-0.06322066,0.38673,0.0057121237549879605
LMT,Lockheed Martin Corporation,2021,3,2021-10-26 11:00:00,0.5565225,0.31605053,0.12742692,0.1739229,0.11729273,0.70878434,0.3825996,0.1987578,0.39445442,-0.146967841041666
LMT,Lockheed Martin Corporation,2021,2,2021-07-26 11:00:00,0.6330825,0.016766813,0.35015067,0.21178868,0.02807083,0.76014054,0.42129382,-0.011304017,0.4812317,-0.027166395926563273
LMT,Lockheed Martin Corporation,2021,1,2021-04-20 11:00:00,0.64213336,0.011926259,0.34594044,0.2256531,0.1187313,0.6556157,0.41648024,-0.10680504,0.4209927,-0.05288705195460298
LMT,Lockheed Martin Corporation,2022,4,2023-01-24 11:00:00,0.46339205,0.14599885,0.3906091,0.21569785,0.09406082,0.69024134,0.2476942,0.051938027,0.31985235,0.0356821546196425
LMT,Lockheed Martin Corporation,2022,3,2022-10-18 11:00:00,0.7097855,0.101299,0.1889154,0.2349833,0.045153733,0.719863,0.47480223,0.05614527,0.51094836,0.10890797812838643
LMT,Lockheed Martin Corporation,2022,2,2022-07-19 11:00:00,0.49251658,0.2467687,0.26071474,0.30074912,0.071951844,0.627299,0.19176745,0.17481685,0.30895516,0.0010620860891916509
LMT,Lockheed Martin Corporation,2022,1,2022-04-19 11:00:00,0.44796476,0.14767838,0.40435684,0.19703786,0.08684161,0.71612054,0.2509269,0.060836762,0.32079676,0.0036210579092204875
LMT,Lockheed Martin Corporation,2023,4,2024-01-23 11:00:00,0.6357583,0.20909092,0.15515071,0.17193487,0.049164273,0.7789008,0.4638234,0.15992665,0.49519265,-0.0743965953947602
LMT,Lockheed Martin Corporation,2023,3,2023-10-17 11:00:00,0.7253613,0.12566456,0.14897409,0.25308535,0.05419261,0.69272196,0.47227594,0.07147195,0.5024737,0.02991009764169006
LMT,Lockheed Martin Corporation,2023,2,2023-07-18 11:00:00,0.709546,0.100727,0.18972698,0.29532507,0.049544107,0.6551308,0.41422096,0.051182892,0.46484545,-0.0435383603140173
LMT,Lockheed Martin Corporation,2023,1,2023-04-18 09:30:00,0.60697234,0.2711846,0.121843055,0.22094454,0.034061752,0.74499375,0.3860278,0.23712283,0.4521906,-0.009518661562741029
LMT,Lockheed Martin Corporation,2024,4,2025-01-28 11:00:00,0.56240743,0.3056172,0.13197541,0.33289707,0.08408715,0.58301574,0.22951037,0.22153006,0.3278924,-0.10354521828333103
LMT,Lockheed Martin Corporation,2024,3,2024-10-22 11:00:00,0.7494912,0.120180935,0.1303278,0.19557206,0.02465718,0.77977073,0.55391914,0.09552375,0.5844313,-0.10673254754356121
LMT,Lockheed Martin Corporation,2024,2,2024-07-23 11:00:00,0.8726731,0.02169851,0.105628364,0.35728693,0.022957785,0.6197554,0.51538616,-0.0012592748,0.54084384,0.15589165717397377
LMT,Lockheed Martin Corporation,2024,1,2024-04-23 10:15:00,0.76818484,0.019099561,0.21271563,0.20237683,0.07289306,0.72473013,0.565808,-0.053793497,0.5567267,0.002796134255917589
LMT,Lockheed Martin Corporation,2025,1,2025-04-22 11:00:00,0.7880137,0.013397839,0.19858846,0.21093439,0.021322986,0.76774263,0.5770793,-0.007925147,0.60499173,-0.03976496118679598
LUV,Southwest Airlines Co.,2020,2,2020-07-24 12:30:00,0.31658316,0.41076547,0.27265137,0.13574453,0.10060537,0.76365024,0.18083863,0.3101601,0.24175881,-0.06890356994776627
LUV,Southwest Airlines Co.,2020,1,2020-04-28 11:30:00,0.27446705,0.4263934,0.29913962,0.114451855,0.10096378,0.7845843,0.1600152,0.32542962,0.21534254,-0.08892015681387629
LUV,Southwest Airlines Co.,2021,2,2021-07-22 12:30:00,0.6347868,0.14556853,0.21964465,0.15620543,0.10907434,0.73472023,0.47858137,0.036494195,0.4663907,-0.04360967039961069
LUV,Southwest Airlines Co.,2024,1,2024-04-25 10:00:00,0.19835377,0.15277131,0.648875,0.08655468,0.08322848,0.8302168,0.11179909,0.06954283,0.16467664,-0.09716980788792555
MAS,Masco Corporation,2020,4,2021-02-09 08:00:00,0.80665976,0.041545007,0.15179525,0.27507624,0.075554326,0.64936936,0.53158355,-0.03400932,0.5238201,-0.0582672034638902
MAS,Masco Corporation,2020,3,2020-10-28 08:00:00,0.78663135,0.024179133,0.18918951,0.3395421,0.055398364,0.60505956,0.44708925,-0.031219231,0.47595882,0.05444169868367441
MAS,Masco Corporation,2020,2,2020-07-30 09:00:00,0.333694,0.44816324,0.21814276,0.3370039,0.08464539,0.5783507,-0.0033098757,0.36351785,0.19299217,-0.008494860363210833
MAS,Masco Corporation,2020,1,2020-04-29 08:00:00,0.43135512,0.3770234,0.19162147,0.23971757,0.1552936,0.60498893,0.19163755,0.2217298,0.26096508,-0.005079164080788564
MAS,Masco Corporation,2021,4,2022-02-08 08:00:00,0.8355612,0.01668712,0.14775166,0.49562377,0.05654824,0.447828,0.33993745,-0.03986112,0.3741877,-0.03510946418168058
MAS,Masco Corporation,2021,3,2021-10-27 08:00:00,0.790216,0.019444847,0.19033907,0.37387168,0.037638906,0.58848935,0.41634434,-0.018194059,0.4650337,0.03167507591391007
MAS,Masco Corporation,2021,2,2021-07-29 10:01:00,0.6474008,0.12982629,0.22277293,0.36085686,0.10190995,0.53723323,0.28654394,0.027916342,0.34780523,0.007614851145236941
MAS,Masco Corporation,2021,1,2021-04-28 08:00:00,0.8154997,0.018886203,0.16561413,0.32868052,0.042040486,0.62927896,0.4868192,-0.023154283,0.5131768,0.03524417597254652
MAS,Masco Corporation,2022,4,2023-02-09 08:00:00,0.38060558,0.3474108,0.27198362,0.25699773,0.09220362,0.6507987,0.123607844,0.25520718,0.2476976,0.03789283157699822
MAS,Masco Corporation,2022,3,2022-10-26 08:00:00,0.38080323,0.37745404,0.24174277,0.21923582,0.21075618,0.57000804,0.1615674,0.16669786,0.2170609,-0.06153597040069493
MAS,Masco Corporation,2022,2,2022-07-28 08:00:00,0.6400888,0.1985694,0.1613418,0.31634027,0.11697042,0.5666893,0.32374853,0.08159898,0.3627315,-0.05099652697013935
MAS,Masco Corporation,2022,1,2022-04-27 08:00:00,0.6949519,0.018915862,0.2861323,0.35645133,0.033749983,0.60979867,0.33850056,-0.014834121,0.42378074,0.02847927701641279
MAS,Masco Corporation,2023,3,2023-10-26 08:00:00,0.31004712,0.42356715,0.26638576,0.28034428,0.15102834,0.5686274,0.029702842,0.2725388,0.17630129,0.08333713158909273
MAS,Masco Corporation,2023,2,2023-07-27 08:00:00,0.28217867,0.64694387,0.070877485,0.3293399,0.17033501,0.5003252,-0.04716122,0.47660887,0.1411811,-0.022966639247491517
MAS,Masco Corporation,2023,1,2023-04-26 07:45:00,0.25556108,0.5279904,0.21644852,0.30199936,0.162137,0.53586364,-0.046438277,0.3658534,0.13694589,0.06536778963396095
MAS,Masco Corporation,2024,4,2025-02-11 08:00:00,0.56122816,0.26276106,0.17601076,0.260119,0.04568498,0.69419605,0.30110916,0.21707608,0.38960236,-0.02466855334505648
MAS,Masco Corporation,2024,3,2024-10-29 08:00:00,0.63743263,0.2686002,0.09396716,0.45644262,0.063663945,0.47989345,0.18099001,0.20493625,0.30589974,0.00822365526403417
MAS,Masco Corporation,2024,2,2024-07-25 08:00:00,0.5327899,0.35673964,0.11047047,0.29362944,0.06387097,0.6424995,0.23916045,0.29286867,0.34231725,0.0761651087961172
MAS,Masco Corporation,2024,1,2024-04-24 08:00:00,0.027687524,0.8735227,0.09878979,0.2076609,0.22131346,0.57102567,-0.17997338,0.6522092,0.015810287,-0.050389967817817245
MAS,Masco Corporation,2025,1,2025-04-23 08:00:00,0.3187048,0.3765389,0.30475634,0.22410062,0.09596366,0.67993575,0.094604194,0.28057525,0.2166988,-0.06654695746601172
MMM,3M Company,2021,4,2022-01-25 09:00:00,0.5453431,0.3049815,0.1496754,0.23940732,0.068235956,0.69235665,0.3059358,0.23674554,0.3775719,-0.062007467253009776
MMM,3M Company,2023,4,2024-01-23 09:00:00,0.49801424,0.31610802,0.1858777,0.15271764,0.085997924,0.7612845,0.34529662,0.2301101,0.3791305,-0.12895775506906149
MMM,3M Company,2023,3,2023-10-24 09:00:00,0.509967,0.41291803,0.077114925,0.26350772,0.15917148,0.5773209,0.2464593,0.25374657,0.2944146,0.06801092200408514
MMM,3M Company,2023,2,2023-07-25 09:00:00,0.48019966,0.3196233,0.20017707,0.275119,0.14706632,0.5778147,0.20508066,0.17255697,0.27746642,0.055474295621555855
MMM,3M Company,2024,3,2024-10-22 09:00:00,0.6308425,0.18426536,0.18489216,0.23241067,0.06736954,0.7002198,0.39843184,0.11689582,0.4417284,-0.03771046278723241
MMM,3M Company,2024,1,2024-04-30 09:50:00,0.14170948,0.023503806,0.8347867,0.16812864,0.016202,0.8156693,-0.026419163,0.0073018055,0.11558807,0.022693971293341685
NDSN,Nordson Corporation,2020,1,2020-02-20 08:30:00,0.4994611,0.25771818,0.2428207,0.2524981,0.086239316,0.66126263,0.24696302,0.17147887,0.33027497,-0.006201462532426524
NDSN,Nordson Corporation,2021,4,2021-12-16 08:30:00,0.75175387,0.015482965,0.23276316,0.15046403,0.08032741,0.76920855,0.60128987,-0.064844444,0.5782555,-0.058891964909621654
NDSN,Nordson Corporation,2021,2,2021-05-25 08:30:00,0.773057,0.016628386,0.21031463,0.64223766,0.010613752,0.3471485,0.13081932,0.006014635,0.2683656,0.09149965773241361
NDSN,Nordson Corporation,2021,1,2021-02-23 08:30:00,0.74028254,0.02413637,0.23558111,0.3620119,0.0637321,0.57425606,0.37827063,-0.03959573,0.42511174,0.04813640390891807
NDSN,Nordson Corporation,2022,1,2022-04-30 09:00:00,0.5927322,0.3712952,0.035972614,0.16794947,0.039042234,0.7930082,0.42478272,0.33225298,0.47004148,0.0017808034822001453
NDSN,Nordson Corporation,2023,1,2023-02-21 08:30:00,0.4577349,0.33088878,0.2113763,0.31157628,0.16954564,0.51887804,0.14615864,0.16134314,0.2375086,-0.08124530714619002
NOC,Northrop Grumman Corporation,2020,4,2021-01-28 09:00:00,0.57436615,0.16949056,0.25614327,0.3063458,0.020372486,0.6732817,0.26802036,0.14911808,0.38671023,0.0006320332959237202
NOC,Northrop Grumman Corporation,2020,3,2020-10-22 09:00:00,0.7883287,0.0570867,0.15458459,0.43182886,0.02720161,0.5409695,0.35649985,0.029885089,0.4264618,-0.015305303255658015
NOC,Northrop Grumman Corporation,2020,2,2020-07-30 09:00:00,0.7200378,0.14917482,0.13078731,0.30645183,0.10489635,0.58865184,0.413586,0.044278473,0.42385158,0.0073037230757865175
NOC,Northrop Grumman Corporation,2020,1,2020-04-29 08:00:00,0.590983,0.2323325,0.17668465,0.46366724,0.0316712,0.50466156,0.12731573,0.2006613,0.29824638,-0.05717537738978251
NOC,Northrop Grumman Corporation,2021,4,2022-01-27 09:00:00,0.62546635,0.1550927,0.21944098,0.283983,0.08979385,0.62622315,0.34148335,0.06529885,0.3916815,-0.10227380417216783
NOC,Northrop Grumman Corporation,2021,3,2021-10-28 09:00:00,0.59584695,0.22152491,0.18262814,0.3523247,0.19786644,0.4498089,0.24352226,0.02365847,0.26801726,-0.10933340144978361
NOC,Northrop Grumman Corporation,2021,2,2021-07-29 09:00:00,0.64688265,0.23353761,0.119579755,0.39085144,0.018370455,0.5907781,0.25603122,0.21516716,0.38216412,-0.010327304981649629
NOC,Northrop Grumman Corporation,2021,1,2021-04-29 09:00:00,0.8503125,0.02078704,0.12890047,0.40102723,0.058166094,0.5408067,0.44928524,-0.037379056,0.4598547,0.08921732772317925
NOC,Northrop Grumman Corporation,2022,4,2023-01-26 09:00:00,0.6920694,0.21757688,0.09035372,0.35719445,0.11951804,0.5232875,0.33487496,0.098058835,0.36215127,-0.08913462034221159
NOC,Northrop Grumman Corporation,2022,3,2022-10-27 09:00:00,0.75537324,0.10863111,0.13599563,0.34496945,0.10234353,0.55268705,0.4104038,0.006287582,0.417485,0.01858123017639899
NOC,Northrop Grumman Corporation,2022,2,2022-07-28 09:00:00,0.6316409,0.14893612,0.21942294,0.29984444,0.09575296,0.6044026,0.33179647,0.05318316,0.3817654,0.040401157765681976
NOC,Northrop Grumman Corporation,2022,1,2022-04-28 09:00:00,0.66395503,0.1435865,0.19245856,0.35571998,0.054616246,0.5896638,0.30823505,0.08897026,0.39151025,0.07001045790985518
NOC,Northrop Grumman Corporation,2023,4,2024-01-25 11:30:00,0.8692237,0.016490443,0.11428591,0.3316336,0.02768596,0.64068043,0.53759015,-0.011195518,0.5568946,-0.045884469878910886
NOC,Northrop Grumman Corporation,2023,3,2023-10-26 09:00:00,0.79536515,0.040822823,0.16381206,0.3400514,0.034081023,0.62586755,0.45531374,0.0067417994,0.49779323,-0.04679033409404893
NOC,Northrop Grumman Corporation,2023,2,2023-07-27 09:00:00,0.8647621,0.03870542,0.09653251,0.33434495,0.044276055,0.621379,0.5304172,-0.005570635,0.53734505,-0.01762438473012183
NOC,Northrop Grumman Corporation,2023,1,2023-04-27 12:30:00,0.7678482,0.11777918,0.11437272,0.273766,0.033603616,0.69263047,0.49408218,0.084175564,0.5318351,-0.01656466071158807
NOC,Northrop Grumman Corporation,2024,4,2025-01-30 09:00:00,0.76439875,0.030046433,0.2055548,0.48998272,0.01536912,0.4946482,0.27441603,0.014677313,0.37810847,-0.038458012547953814
NOC,Northrop Grumman Corporation,2024,3,2024-10-24 09:00:00,0.88402206,0.03329571,0.08268219,0.40858182,0.017920176,0.57349795,0.47544023,0.015375534,0.50698483,0.0015724603307832423
NOC,Northrop Grumman Corporation,2024,2,2024-07-25 09:00:00,0.8230506,0.09260518,0.08434414,0.43640018,0.07974566,0.4838542,0.38665044,0.012859523,0.3982365,0.11229363835787666
NOC,Northrop Grumman Corporation,2024,1,2024-04-25 10:10:00,0.54532623,0.012217168,0.44245657,0.2954921,0.039948802,0.66455907,0.24983412,-0.027731635,0.3624015,0.0023710869712158453
NOC,Northrop Grumman Corporation,2025,1,2025-04-22 09:30:00,0.7006096,0.19287027,0.10652008,0.3167908,0.02403197,0.6591772,0.38381884,0.1688383,0.46182588,-0.17071061869165102
NSC,Norfolk Southern Corporation,2020,3,2020-10-28 08:45:00,0.49236405,0.35872528,0.1489107,0.381202,0.045288898,0.57350916,0.11116204,0.3134364,0.28237528,0.06865697139011233
NSC,Norfolk Southern Corporation,2022,4,2023-01-25 08:45:00,0.79093665,0.060454175,0.14860922,0.25116092,0.08797502,0.66086406,0.5397757,-0.027520843,0.5227016,-0.053165370443911605
NSC,Norfolk Southern Corporation,2022,3,2022-10-26 08:45:00,0.611171,0.25402984,0.13479917,0.3130776,0.17103064,0.5158918,0.2980934,0.0829992,0.3152981,0.07039321371988103
NSC,Norfolk Southern Corporation,2024,1,2024-04-24 08:45:00,0.4676913,0.111847825,0.42046082,0.1962039,0.023715341,0.7800808,0.2714874,0.088132486,0.364837,-0.048685558764603294
ODFL,"Old Dominion Freight Line, Inc.",2020,4,2021-02-04 10:00:00,0.72415984,0.023051668,0.25278854,0.3803569,0.066938,0.552705,0.34380293,-0.04388633,0.40024677,0.029527086050864876
ODFL,"Old Dominion Freight Line, Inc.",2022,4,2023-02-01 10:00:00,0.69414425,0.07503686,0.23081894,0.35006458,0.19411042,0.45582494,0.34407967,-0.11907356,0.31640825,0.08788640444028716
ODFL,"Old Dominion Freight Line, Inc.",2022,3,2022-10-26 10:00:00,0.655733,0.080524355,0.26374266,0.3150148,0.22949801,0.45548713,0.34071818,-0.14897366,0.29867795,-0.024012883814390453
ODFL,"Old Dominion Freight Line, Inc.",2022,2,2022-07-27 10:00:00,0.7261127,0.014842403,0.25904492,0.2387832,0.14281,0.6184068,0.48732954,-0.1279676,0.44903302,0.023045193418725032
ODFL,"Old Dominion Freight Line, Inc.",2023,2,2023-07-26 10:00:00,0.2669775,0.3563484,0.37667412,0.23417373,0.20868841,0.55713785,0.03280376,0.14765999,0.14874326,0.04524957167227053
ODFL,"Old Dominion Freight Line, Inc.",2023,1,2023-04-26 10:00:00,0.5484493,0.25742373,0.19412701,0.2532708,0.278677,0.46805224,0.29517847,-0.021253258,0.2567029,-0.059797968415280206
ODFL,"Old Dominion Freight Line, Inc.",2024,4,2025-02-05 10:00:00,0.035226613,0.019544702,0.9452287,0.37279275,0.15677042,0.4704368,-0.33756614,-0.13722572,0.016571896,0.10307855774707954
ODFL,"Old Dominion Freight Line, Inc.",2024,3,2024-10-23 10:00:00,0.40649533,0.2302194,0.3632853,0.3010777,0.29647186,0.40245044,0.10541764,-0.06625247,0.16359423,0.027812432386951892
ODFL,"Old Dominion Freight Line, Inc.",2024,1,2024-04-24 10:00:00,0.9174716,0.051294543,0.031233888,0.2270933,0.15356961,0.6193371,0.6903783,-0.102275066,0.5682242,-0.15748954203596846
ODFL,"Old Dominion Freight Line, Inc.",2025,1,2025-04-23 10:00:00,0.4237852,0.37104377,0.20517103,0.24923061,0.23637576,0.5143936,0.1745546,0.13466801,0.21799241,-0.04524167205491165
OTIS,Otis Worldwide Corporation,2020,4,2021-02-01 10:00:00,0.7943716,0.14121014,0.064418264,0.46875694,0.04076157,0.49048153,0.32561466,0.10044856,0.3896246,-0.06844076417602282
OTIS,Otis Worldwide Corporation,2020,3,2020-10-26 10:00:00,0.47394836,0.42641413,0.09963746,0.4321693,0.15179773,0.41603297,0.04177907,0.27461642,0.19717814,0.024125048549216675
OTIS,Otis Worldwide Corporation,2020,2,2020-07-28 10:00:00,0.3707953,0.57165545,0.05754926,0.3663354,0.15605634,0.47760823,0.0044599175,0.4155991,0.17709489,0.05284593316586742
OTIS,Otis Worldwide Corporation,2020,1,2020-05-07 10:00:00,0.31485522,0.48558447,0.19956027,0.3166735,0.1992796,0.48404685,-0.0018182695,0.28630486,0.15240468,-0.007849488728855875
OTIS,Otis Worldwide Corporation,2021,4,2022-01-31 08:30:00,0.92877424,0.02738674,0.043839023,0.40395057,0.1107442,0.48530525,0.52482367,-0.08335746,0.45073903,-0.02514860636938216
OTIS,Otis Worldwide Corporation,2021,3,2021-10-25 08:30:00,0.8152313,0.13734044,0.047428243,0.368012,0.14357187,0.48841605,0.4472193,-0.006231427,0.39817205,-0.0701356892623884
OTIS,Otis Worldwide Corporation,2021,2,2021-07-26 08:30:00,0.9282619,0.0152600035,0.056478158,0.5390433,0.08618208,0.37477463,0.38921857,-0.07092208,0.347889,0.021511407865199936
OTIS,Otis Worldwide Corporation,2021,1,2021-04-26 08:30:00,0.7591838,0.039300006,0.20151618,0.70567185,0.06436669,0.22996148,0.053511977,-0.025066685,0.17458303,0.09689988371246443
OTIS,Otis Worldwide Corporation,2022,4,2023-02-01 08:30:00,0.80221164,0.13937294,0.058415394,0.46706694,0.105538815,0.42739424,0.3351447,0.03383413,0.34286064,0.005688132612330801
OTIS,Otis Worldwide Corporation,2022,2,2022-07-27 08:30:00,0.6002927,0.20706055,0.1926468,0.22479859,0.3831376,0.39206383,0.3754941,-0.17607707,0.23535305,0.02981278311715034
OTIS,Otis Worldwide Corporation,2022,1,2022-04-25 08:30:00,0.7812219,0.1804936,0.0382844,0.4221384,0.18380028,0.39406142,0.35908353,-0.0033066869,0.3078494,0.02084686642437744
OTIS,Otis Worldwide Corporation,2023,4,2024-01-31 08:30:00,0.7413986,0.18354705,0.07505437,0.48459437,0.22871211,0.28669348,0.2568042,-0.045165062,0.21255414,0.005435066374276888
OTIS,Otis Worldwide Corporation,2023,3,2023-10-25 08:30:00,0.9000357,0.05453562,0.045428652,0.21253386,0.26254898,0.52491707,0.6875018,-0.20801336,0.4724441,-0.0036414774648183077
OTIS,Otis Worldwide Corporation,2023,2,2023-07-26 08:30:00,0.78849614,0.13439457,0.0771093,0.38232994,0.17285608,0.44481394,0.4061662,-0.038461506,0.35073408,0.032621493119188584
OTIS,Otis Worldwide Corporation,2023,1,2023-04-26 10:30:00,0.8677623,0.104802825,0.02743487,0.33579028,0.18198189,0.48222786,0.53197205,-0.07717907,0.41845918,0.03027064563051213
OTIS,Otis Worldwide Corporation,2024,4,2025-01-29 08:30:00,0.64208716,0.2787263,0.07918657,0.34856915,0.16980925,0.48162156,0.293518,0.10891706,0.30924302,-0.012743503234173666
OTIS,Otis Worldwide Corporation,2024,3,2024-10-30 08:30:00,0.57465285,0.34144995,0.08389719,0.47238368,0.18241446,0.34520185,0.10226917,0.15903549,0.19837123,-0.02446960725892315
OTIS,Otis Worldwide Corporation,2024,2,2024-07-24 08:30:00,0.6725238,0.25802612,0.06945014,0.37120083,0.21271928,0.4160799,0.30132297,0.045306846,0.27982363,-0.033419813813031454
OTIS,Otis Worldwide Corporation,2024,1,2024-04-24 08:30:00,0.04652678,0.9160371,0.03743617,0.21453264,0.29529682,0.49017054,-0.16800587,0.6207403,0.022806056,-0.05168115337030644
OTIS,Otis Worldwide Corporation,2025,1,2025-04-23 08:30:00,0.6099735,0.31292245,0.07710402,0.27686962,0.167679,0.55545133,0.33310387,0.14524345,0.3388106,-0.08028282906056437
PAYX,"Paychex, Inc.",2020,1,2019-10-02 09:30:00,0.5281964,0.049627822,0.42217582,0.20542885,0.076883145,0.717688,0.32276756,-0.027255323,0.37908024,0.021867251049679272
PAYX,"Paychex, Inc.",2021,1,2020-10-06 09:30:00,0.4006402,0.36470154,0.23465826,0.2606913,0.15105481,0.58825386,0.1399489,0.21364672,0.23567814,-0.011284603364544586
PCAR,PACCAR Inc,2022,1,2022-04-26 11:00:00,0.93190247,0.010603141,0.057494387,0.39682257,0.03309573,0.57008165,0.5350799,-0.022492588,0.5312605,0.013373718668189516
PCAR,PACCAR Inc,2023,3,2023-10-24 12:00:00,0.9219289,0.010056367,0.06801473,0.2815944,0.035306774,0.6830988,0.6403345,-0.025250407,0.6297685,0.019891521761068884
PCAR,PACCAR Inc,2024,1,2024-04-30 11:00:00,0.7742617,0.011332227,0.214406,0.27573445,0.1427558,0.58150965,0.49852726,-0.13142358,0.45024067,-0.07593128760704956
PH,Parker-Hannifin Corporation,2020,3,2020-04-30 11:00:00,0.32021508,0.24888061,0.4309044,0.2987319,0.18168199,0.5195862,0.021483183,0.06719862,0.16637933,0.02003278873216841
PH,Parker-Hannifin Corporation,2021,1,2020-11-05 11:00:00,0.29663178,0.20785552,0.49551275,0.26930144,0.071037516,0.659661,0.027330339,0.136818,0.19567642,0.15623195271583404
PH,Parker-Hannifin Corporation,2023,1,2022-11-03 09:00:00,0.48960578,0.028834749,0.4815595,0.22935039,0.108985014,0.6616646,0.2602554,-0.08015026,0.32395482,0.022352170328203802
